"FlightID";"RouteCode";"Origin";"Destination";"FlightDate";"FlightDurationMins";"AircraftType";"SeatsAvailable";"Revenue";"SeatsSold";"OperationalCost"
8768;"MAA-DEL";"MAA";"DEL";"2025-03-23";277;"A350";130;1212216;106;1425318
8769;"HYD-AMD";"HYD";"AMD";"2025-01-13";86;"B737";272;449526;77;1474360
8770;"DEL-CCU";"DEL";"CCU";"2025-05-12";156;"B787";195;619614;87;526872
8771;"BLR-AMD";"BLR";"AMD";"2025-04-18";266;"A321";230;723465;135;1387612
8772;"DEL-AMD";"DEL";"AMD";"2025-08-08";189;"A350";235;827247;141;197614
8773;"DEL-HYD";"DEL";"HYD";"2025-02-28";128;"B787";167;913950;150;444025
8774;"CCU-DEL";"CCU";"DEL";"2025-11-18";156;"B787";259;1310115;167;726360
8775;"BOM-AMD";"BOM";"AMD";"2025-01-23";95;"B787";202;862074;94;133080
8776;"DEL-AMD";"DEL";"AMD";"2025-01-16";62;"B737";178;219600;61;975060
8777;"BLR-DEL";"BLR";"DEL";"2025-06-15";258;"A320";237;1407875;125;1155797
8778;"BOM-MAA";"BOM";"MAA";"2025-08-29";271;"B737";124;1239180;114;583831
8779;"BLR-BOM";"BLR";"BOM";"2025-03-14";291;"A321";185;1237005;119;486987
8780;"CCU-BLR";"CCU";"BLR";"2025-01-10";198;"A321";176;1201716;108;499382
8781;"CCU-HYD";"CCU";"HYD";"2025-09-27";102;"A350";272;1233075;123;779408
8782;"BLR-AMD";"BLR";"AMD";"2025-09-14";92;"B787";234;1242540;108;980435
8783;"BLR-HYD";"BLR";"HYD";"2025-07-17";139;"A350";261;2165844;202;1144723
8784;"DEL-BLR";"DEL";"BLR";"2025-09-15";218;"A320";171;495305;59;403002
8785;"MAA-CCU";"MAA";"CCU";"2025-02-19";169;"B737";126;155736;54;1328324
8786;"DEL-CCU";"DEL";"CCU";"2025-01-25";55;"A350";143;518364;77;867230
8787;"DEL-HYD";"DEL";"HYD";"2025-03-05";187;"B787";216;1252431;201;130255
8788;"BOM-BLR";"BOM";"BLR";"2025-06-04";108;"B787";124;534240;105;179869
8789;"HYD-CCU";"HYD";"CCU";"2025-03-16";262;"A321";225;2272400;208;376769
8790;"HYD-AMD";"HYD";"AMD";"2025-07-23";253;"B737";222;1286946;142;1246649
8791;"HYD-CCU";"HYD";"CCU";"2025-03-15";288;"A321";277;1076537;217;1339988
8792;"MAA-CCU";"MAA";"CCU";"2025-12-21";227;"B787";121;431681;67;460145
8793;"MAA-BLR";"MAA";"BLR";"2025-04-24";164;"A320";199;646620;195;1461981
8794;"BLR-MAA";"BLR";"MAA";"2025-03-09";132;"A350";251;1030000;100;987391
8795;"MAA-BOM";"MAA";"BOM";"2025-06-28";51;"A350";186;1209780;130;775075
8796;"HYD-AMD";"HYD";"AMD";"2025-08-25";219;"A321";254;431976;123;329841
8797;"CCU-AMD";"CCU";"AMD";"2025-06-09";196;"A320";297;1032608;244;579028
8798;"BOM-CCU";"BOM";"CCU";"2025-09-01";265;"B787";253;921536;121;251217
8799;"BOM-HYD";"BOM";"HYD";"2025-11-19";173;"B787";248;1462626;198;1379776
8800;"MAA-BOM";"MAA";"BOM";"2025-08-29";81;"A350";149;1032345;135;185332
8801;"HYD-BOM";"HYD";"BOM";"2025-01-03";94;"B737";249;2009476;172;850360
8802;"AMD-BOM";"AMD";"BOM";"2025-05-07";97;"B737";192;487445;95;650019
8803;"MAA-AMD";"MAA";"AMD";"2025-01-19";60;"A350";130;536052;124;1272408
8804;"DEL-BOM";"DEL";"BOM";"2025-05-05";144;"B787";276;990860;130;292393
8805;"BLR-AMD";"BLR";"AMD";"2025-02-20";155;"A320";274;378276;116;1081840
8806;"AMD-CCU";"AMD";"CCU";"2025-02-04";98;"A350";221;614100;138;389302
8807;"AMD-HYD";"AMD";"HYD";"2025-02-13";78;"B737";247;221697;69;579413
8808;"MAA-BLR";"MAA";"BLR";"2025-12-30";254;"B737";232;1226015;161;531237
8809;"CCU-BOM";"CCU";"BOM";"2025-05-11";53;"A321";295;1968248;184;1428751
8810;"BLR-CCU";"BLR";"CCU";"2025-11-16";67;"B787";278;1033290;89;1311579
8811;"DEL-BLR";"DEL";"BLR";"2025-04-13";195;"A321";219;788452;116;986014
8812;"MAA-BOM";"MAA";"BOM";"2025-10-25";52;"B737";282;2107396;251;1378357
8813;"MAA-DEL";"MAA";"DEL";"2025-01-25";231;"A320";121;861192;81;406390
8814;"MAA-BLR";"MAA";"BLR";"2025-11-08";275;"A321";199;777924;147;1127152
8815;"BOM-DEL";"BOM";"DEL";"2025-05-18";215;"B737";157;243870;55;145260
8816;"DEL-CCU";"DEL";"CCU";"2025-02-12";209;"B787";279;1594368;144;1397728
8817;"DEL-BOM";"DEL";"BOM";"2025-03-26";261;"A321";193;790767;123;587596
8818;"HYD-DEL";"HYD";"DEL";"2025-07-27";79;"B787";284;384499;103;454999
8819;"DEL-CCU";"DEL";"CCU";"2025-07-18";290;"A350";151;647520;114;1452160
8820;"BOM-BLR";"BOM";"BLR";"2025-05-11";233;"B787";273;985800;124;468502
8821;"HYD-CCU";"HYD";"CCU";"2025-10-17";160;"A350";160;396430;145;411758
8822;"BLR-AMD";"BLR";"AMD";"2025-11-13";244;"B787";133;615056;52;1407584
8823;"AMD-HYD";"AMD";"HYD";"2025-09-20";220;"B787";239;396018;98;999251
8824;"DEL-CCU";"DEL";"CCU";"2025-12-02";270;"B737";199;650636;133;885590
8825;"AMD-HYD";"AMD";"HYD";"2025-09-25";205;"A320";207;1170576;132;1180040
8826;"BOM-BLR";"BOM";"BLR";"2025-09-21";186;"A321";145;373890;55;823402
8827;"MAA-DEL";"MAA";"DEL";"2025-02-19";148;"A320";130;1007248;118;255443
8828;"BLR-HYD";"BLR";"HYD";"2025-07-27";211;"B787";219;667737;63;647845
8829;"BOM-CCU";"BOM";"CCU";"2025-01-17";106;"A320";286;2210325;195;403172
8830;"HYD-AMD";"HYD";"AMD";"2025-06-03";138;"A320";197;421650;75;693021
8831;"BLR-AMD";"BLR";"AMD";"2025-03-23";96;"B787";238;896728;134;650163
8832;"DEL-HYD";"DEL";"HYD";"2025-02-17";104;"B787";149;142968;56;1382720
8833;"DEL-BOM";"DEL";"BOM";"2025-01-02";281;"B787";237;622179;219;831459
8834;"BLR-HYD";"BLR";"HYD";"2025-02-28";84;"A320";232;737334;69;1357109
8835;"CCU-BOM";"CCU";"BOM";"2025-09-13";151;"B737";125;463904;76;1386147
8836;"HYD-BOM";"HYD";"BOM";"2025-08-28";113;"A321";181;1339586;137;1440184
8837;"BLR-HYD";"BLR";"HYD";"2025-05-12";121;"B737";188;999720;90;879011
8838;"MAA-DEL";"MAA";"DEL";"2025-07-17";95;"A320";148;352704;88;401865
8839;"CCU-DEL";"CCU";"DEL";"2025-07-28";149;"A320";191;1039048;92;781097
8840;"BOM-MAA";"BOM";"MAA";"2025-12-18";265;"B737";209;1456044;201;741497
8841;"MAA-BLR";"MAA";"BLR";"2025-12-28";187;"A321";131;252000;63;1388164
8842;"DEL-HYD";"DEL";"HYD";"2025-03-15";67;"A320";156;404730;54;1276641
8843;"AMD-BLR";"AMD";"BLR";"2025-03-10";102;"B737";232;1897302;187;735528
8844;"AMD-HYD";"AMD";"HYD";"2025-02-22";92;"A321";238;1194408;212;1424646
8845;"MAA-AMD";"MAA";"AMD";"2025-04-01";57;"A321";128;246321;81;101270
8846;"DEL-BOM";"DEL";"BOM";"2025-11-21";70;"A350";179;1081280;155;222193
8847;"DEL-AMD";"DEL";"AMD";"2025-07-29";239;"B787";215;704718;98;1327267
8848;"MAA-AMD";"MAA";"AMD";"2025-08-07";172;"B787";279;1070583;157;1175818
8849;"BOM-DEL";"BOM";"DEL";"2025-11-27";72;"A320";205;987538;86;1208552
8850;"DEL-BOM";"DEL";"BOM";"2025-12-20";93;"A320";294;222600;50;961632
8851;"MAA-DEL";"MAA";"DEL";"2025-04-07";299;"A350";167;185590;67;532683
8852;"DEL-BOM";"DEL";"BOM";"2025-09-15";47;"A320";236;409283;59;1349572
8853;"HYD-BOM";"HYD";"BOM";"2025-08-30";177;"A350";190;425929;71;996261
8854;"AMD-BLR";"AMD";"BLR";"2025-07-11";115;"B737";241;1001306;214;1100763
8855;"AMD-BOM";"AMD";"BOM";"2025-08-06";144;"A350";174;1859545;167;699421
8856;"MAA-AMD";"MAA";"AMD";"2025-11-09";72;"A320";212;973935;207;1401007
8857;"BOM-CCU";"BOM";"CCU";"2025-12-12";135;"A321";258;1773540;180;1091156
8858;"CCU-MAA";"CCU";"MAA";"2025-11-26";166;"B737";170;1450500;150;258500
8859;"HYD-BOM";"HYD";"BOM";"2025-01-12";108;"B737";131;582848;64;1140826
8860;"DEL-CCU";"DEL";"CCU";"2025-10-03";59;"A350";159;1173510;130;772135
8861;"AMD-HYD";"AMD";"HYD";"2025-06-07";162;"B737";146;684684;99;915606
8862;"HYD-MAA";"HYD";"MAA";"2025-04-05";92;"A320";234;1587200;155;1130777
8863;"BOM-HYD";"BOM";"HYD";"2025-07-17";249;"A321";191;1118946;129;1262929
8864;"CCU-AMD";"CCU";"AMD";"2025-07-08";251;"A320";252;2153340;252;1373898
8865;"BLR-AMD";"BLR";"AMD";"2025-01-31";266;"A350";247;1545120;232;1010471
8866;"HYD-MAA";"HYD";"MAA";"2025-07-23";268;"A320";284;1782794;191;117019
8867;"HYD-MAA";"HYD";"MAA";"2025-11-06";73;"B737";146;1404360;141;1287518
8868;"DEL-AMD";"DEL";"AMD";"2025-03-20";94;"A350";265;2093878;199;158722
8869;"HYD-DEL";"HYD";"DEL";"2025-04-18";176;"A320";251;956060;140;1273608
8870;"AMD-HYD";"AMD";"HYD";"2025-12-01";105;"B787";232;1730646;162;458238
8871;"BLR-AMD";"BLR";"AMD";"2025-12-30";192;"A320";146;179850;55;875847
8872;"BLR-MAA";"BLR";"MAA";"2025-01-21";199;"B737";127;566990;59;763313
8873;"BOM-CCU";"BOM";"CCU";"2025-07-05";177;"B787";257;251811;63;619611
8874;"DEL-HYD";"DEL";"HYD";"2025-03-07";160;"A320";137;402112;64;477401
8875;"BOM-BLR";"BOM";"BLR";"2025-06-21";271;"B737";159;1389625;125;471744
8876;"AMD-CCU";"AMD";"CCU";"2025-01-25";97;"A320";168;879952;86;547299
8877;"CCU-DEL";"CCU";"DEL";"2025-03-03";270;"A321";154;477318;114;1102466
8878;"AMD-BLR";"AMD";"BLR";"2025-09-30";124;"B787";272;996736;208;720246
8879;"CCU-AMD";"CCU";"AMD";"2026-01-01";187;"A350";258;524644;124;518874
8880;"AMD-HYD";"AMD";"HYD";"2025-11-03";139;"A320";184;688324;122;939930
8881;"AMD-CCU";"AMD";"CCU";"2025-09-26";76;"A321";273;2080736;196;201829
8882;"BLR-MAA";"BLR";"MAA";"2025-10-02";214;"B737";236;238581;63;684700
8883;"BOM-CCU";"BOM";"CCU";"2025-12-23";149;"A350";191;424892;52;147203
8884;"DEL-MAA";"DEL";"MAA";"2025-03-30";226;"A321";164;1502944;134;267192
8885;"MAA-HYD";"MAA";"HYD";"2025-03-30";168;"B737";124;442598;58;1249574
8886;"AMD-DEL";"AMD";"DEL";"2025-02-28";218;"A320";198;1768876;163;393987
8887;"BOM-BLR";"BOM";"BLR";"2025-07-09";264;"A320";225;807898;193;995937
8888;"HYD-BOM";"HYD";"BOM";"2025-09-03";184;"B787";245;222394;62;1486475
8889;"BOM-MAA";"BOM";"MAA";"2025-08-02";79;"A350";190;591300;60;1282726
8890;"AMD-MAA";"AMD";"MAA";"2025-09-12";75;"A321";208;614840;152;916976
8891;"MAA-BOM";"MAA";"BOM";"2025-08-20";157;"A321";181;610719;167;425123
8892;"DEL-MAA";"DEL";"MAA";"2025-09-04";55;"B737";203;667282;77;1134689
8893;"BOM-DEL";"BOM";"DEL";"2025-03-04";147;"A321";242;1114250;125;1302341
8894;"MAA-BLR";"MAA";"BLR";"2025-04-10";164;"A321";186;248808;84;744862
8895;"MAA-AMD";"MAA";"AMD";"2025-06-19";98;"A320";149;919620;78;949571
8896;"CCU-HYD";"CCU";"HYD";"2025-02-09";294;"B737";218;1200000;160;895095
8897;"BOM-HYD";"BOM";"HYD";"2025-10-23";252;"A320";147;594048;91;488704
8898;"AMD-CCU";"AMD";"CCU";"2025-09-04";251;"A350";182;524912;106;205146
8899;"HYD-BLR";"HYD";"BLR";"2025-05-07";94;"A321";128;794065;109;192602
8900;"MAA-CCU";"MAA";"CCU";"2025-09-18";219;"A321";232;502964;77;1405259
8901;"AMD-MAA";"AMD";"MAA";"2025-06-04";178;"B737";272;1025808;129;904018
8902;"HYD-MAA";"HYD";"MAA";"2025-07-30";179;"A321";287;1088832;214;723885
8903;"HYD-CCU";"HYD";"CCU";"2025-03-05";137;"A350";270;1807000;250;579656
8904;"CCU-BLR";"CCU";"BLR";"2025-05-22";48;"A350";180;1124725;175;592577
8905;"DEL-CCU";"DEL";"CCU";"2025-12-20";109;"A350";147;989040;120;1334367
8906;"BLR-CCU";"BLR";"CCU";"2025-12-11";189;"B787";300;2009995;289;778148
8907;"MAA-BOM";"MAA";"BOM";"2025-05-25";156;"A320";207;1524738;199;1435517
8908;"HYD-MAA";"HYD";"MAA";"2025-11-01";175;"A321";151;158450;50;448291
8909;"MAA-BLR";"MAA";"BLR";"2025-06-27";203;"A320";129;701317;61;486207
8910;"BOM-MAA";"BOM";"MAA";"2025-11-10";105;"A321";272;777000;259;265587
8911;"DEL-AMD";"DEL";"AMD";"2025-09-05";290;"B787";277;2620423;247;1354890
8912;"AMD-CCU";"AMD";"CCU";"2025-11-14";130;"A350";295;1531432;184;973214
8913;"DEL-MAA";"DEL";"MAA";"2025-09-09";132;"A350";186;1922020;170;1049025
8914;"CCU-BLR";"CCU";"BLR";"2025-06-25";261;"A321";121;304623;99;1245499
8915;"CCU-BLR";"CCU";"BLR";"2025-08-30";133;"A350";259;1582400;160;325447
8916;"BOM-CCU";"BOM";"CCU";"2025-04-02";298;"B737";147;1335610;115;218640
8917;"DEL-MAA";"DEL";"MAA";"2025-01-25";259;"B737";176;579474;54;1007595
8918;"AMD-HYD";"AMD";"HYD";"2025-11-16";202;"B787";247;1081575;99;536227
8919;"AMD-HYD";"AMD";"HYD";"2025-04-05";51;"B737";247;520852;118;1421372
8920;"BOM-MAA";"BOM";"MAA";"2025-07-31";191;"B787";175;1458886;143;607407
8921;"BLR-BOM";"BLR";"BOM";"2025-07-12";232;"A320";292;1885462;227;562929
8922;"BLR-MAA";"BLR";"MAA";"2025-03-12";179;"A350";152;336516;87;365038
8923;"BLR-BOM";"BLR";"BOM";"2025-01-19";213;"A321";153;325600;80;705777
8924;"MAA-BOM";"MAA";"BOM";"2025-08-31";185;"A321";151;462680;86;1108977
8925;"AMD-BLR";"AMD";"BLR";"2025-03-20";157;"A321";208;802945;143;1259828
8926;"HYD-MAA";"HYD";"MAA";"2025-05-25";131;"A320";281;1487850;130;885370
8927;"DEL-CCU";"DEL";"CCU";"2025-07-16";205;"A350";140;181525;53;1076498
8928;"BOM-AMD";"BOM";"AMD";"2025-12-30";154;"B787";280;1465424;134;1115222
8929;"BLR-MAA";"BLR";"MAA";"2025-05-07";256;"B787";207;582464;64;1071082
8930;"AMD-DEL";"AMD";"DEL";"2025-07-13";142;"B737";252;1597140;180;546480
8931;"DEL-HYD";"DEL";"HYD";"2025-06-01";150;"A321";136;486018;78;242548
8932;"AMD-HYD";"AMD";"HYD";"2025-09-08";295;"B787";199;552407;163;244688
8933;"MAA-BOM";"MAA";"BOM";"2025-12-24";71;"A320";169;1687131;153;618761
8934;"BLR-CCU";"BLR";"CCU";"2025-05-05";247;"B787";138;995580;90;947663
8935;"CCU-DEL";"CCU";"DEL";"2025-01-17";268;"A350";231;446329;169;268299
8936;"HYD-BLR";"HYD";"BLR";"2025-03-23";48;"A320";217;1082628;153;460195
8937;"MAA-CCU";"MAA";"CCU";"2025-03-17";144;"B787";149;499038;93;788197
8938;"BOM-CCU";"BOM";"CCU";"2025-11-15";155;"A350";289;1049930;265;895205
8939;"BOM-AMD";"BOM";"AMD";"2025-10-19";296;"A320";136;1201389;133;1469995
8940;"HYD-MAA";"HYD";"MAA";"2025-01-15";217;"A320";193;304740;90;1469407
8941;"BLR-CCU";"BLR";"CCU";"2025-07-11";149;"A350";187;353999;79;266739
8942;"DEL-BOM";"DEL";"BOM";"2025-10-29";260;"A350";256;1217556;186;603839
8943;"MAA-AMD";"MAA";"AMD";"2025-09-13";292;"A350";198;1035424;152;220466
8944;"AMD-MAA";"AMD";"MAA";"2025-01-29";74;"A321";144;448818;62;1140887
8945;"CCU-BOM";"CCU";"BOM";"2025-07-29";67;"B787";165;1698974;158;1425298
8946;"DEL-BOM";"DEL";"BOM";"2025-03-09";290;"A350";242;1617934;226;1362238
8947;"MAA-AMD";"MAA";"AMD";"2025-10-26";108;"A321";273;1341680;248;1135025
8948;"DEL-HYD";"DEL";"HYD";"2025-03-19";46;"B787";282;158508;51;244603
8949;"AMD-MAA";"AMD";"MAA";"2025-06-14";262;"A321";298;2117070;270;471197
8950;"MAA-AMD";"MAA";"AMD";"2025-09-24";48;"A320";200;568464;78;1199267
8951;"BLR-BOM";"BLR";"BOM";"2025-06-06";134;"B737";275;751896;118;370882
8952;"DEL-BLR";"DEL";"BLR";"2025-02-20";210;"A350";216;716880;174;1046910
8953;"HYD-BLR";"HYD";"BLR";"2025-06-25";238;"A321";175;1348652;172;289495
8954;"BLR-AMD";"BLR";"AMD";"2025-08-19";262;"A320";230;856260;213;289255
8955;"CCU-AMD";"CCU";"AMD";"2025-09-27";205;"A350";189;237196;76;144670
8956;"BOM-HYD";"BOM";"HYD";"2025-08-30";85;"A350";130;300020;70;379882
8957;"BLR-CCU";"BLR";"CCU";"2025-12-05";281;"A350";161;731072;64;1284157
8958;"HYD-DEL";"HYD";"DEL";"2025-09-11";145;"B737";156;207090;59;431698
8959;"CCU-AMD";"CCU";"AMD";"2025-01-31";173;"A320";290;873278;98;987657
8960;"DEL-AMD";"DEL";"AMD";"2025-12-17";227;"B787";175;234140;92;887399
8961;"AMD-HYD";"AMD";"HYD";"2025-06-29";146;"A350";214;1907334;209;1186079
8962;"BOM-MAA";"BOM";"MAA";"2025-03-03";125;"A320";133;586630;110;1419003
8963;"AMD-BLR";"AMD";"BLR";"2025-11-30";49;"B737";210;819378;126;884322
8964;"DEL-CCU";"DEL";"CCU";"2025-01-16";201;"A321";178;779262;66;833847
8965;"CCU-DEL";"CCU";"DEL";"2025-09-30";184;"A320";280;1771713;207;1098263
8966;"BLR-CCU";"BLR";"CCU";"2025-12-16";57;"A321";299;894311;121;362302
8967;"AMD-CCU";"AMD";"CCU";"2025-02-17";126;"B787";290;2879392;272;628016
8968;"AMD-MAA";"AMD";"MAA";"2025-12-19";225;"A321";149;603100;74;210812
8969;"BOM-BLR";"BOM";"BLR";"2025-02-22";149;"A350";208;975656;88;1184671
8970;"HYD-BLR";"HYD";"BLR";"2025-04-27";171;"A320";190;677635;95;1192432
8971;"AMD-HYD";"AMD";"HYD";"2025-05-10";78;"B737";266;763772;79;454283
8972;"AMD-HYD";"AMD";"HYD";"2025-10-28";62;"B737";191;1093257;99;1083333
8973;"MAA-BLR";"MAA";"BLR";"2025-04-13";86;"A350";125;358190;98;207545
8974;"MAA-BLR";"MAA";"BLR";"2025-08-22";134;"A320";283;1005660;222;1158877
8975;"DEL-BLR";"DEL";"BLR";"2025-07-13";168;"A320";139;324975;75;667600
8976;"DEL-MAA";"DEL";"MAA";"2025-12-26";267;"B787";289;2367176;287;1461965
8977;"HYD-BLR";"HYD";"BLR";"2025-09-25";85;"A320";234;382200;104;598718
8978;"HYD-BLR";"HYD";"BLR";"2025-06-03";239;"B787";202;1382024;116;230475
8979;"BOM-HYD";"BOM";"HYD";"2025-06-10";265;"A321";272;580448;194;1494299
8980;"CCU-HYD";"CCU";"HYD";"2025-09-20";46;"A321";228;395970;67;1181152
8981;"CCU-AMD";"CCU";"AMD";"2025-08-27";294;"B737";177;1234016;112;1179120
8982;"BLR-HYD";"BLR";"HYD";"2025-07-27";192;"B737";209;731095;73;117209
8983;"CCU-BLR";"CCU";"BLR";"2025-01-15";164;"A321";259;726755;191;488957
8984;"BLR-DEL";"BLR";"DEL";"2025-06-29";71;"A321";198;1323416;148;1192046
8985;"HYD-BOM";"HYD";"BOM";"2025-09-22";156;"B737";263;645684;78;193985
8986;"CCU-BOM";"CCU";"BOM";"2025-10-12";225;"A320";170;1114760;124;401527
8987;"DEL-BLR";"DEL";"BLR";"2025-08-19";167;"A350";176;1105416;156;284732
8988;"BLR-HYD";"BLR";"HYD";"2025-08-08";71;"A320";157;1037970;114;985790
8989;"HYD-MAA";"HYD";"MAA";"2025-06-03";170;"A320";190;1645740;180;1364997
8990;"HYD-BOM";"HYD";"BOM";"2025-06-25";227;"B787";267;1052055;135;539392
8991;"HYD-MAA";"HYD";"MAA";"2025-04-17";191;"A320";283;1858066;238;1050715
8992;"DEL-CCU";"DEL";"CCU";"2025-12-31";283;"A320";184;551584;176;846839
8993;"BOM-BLR";"BOM";"BLR";"2025-02-08";71;"A320";214;632206;127;180657
8994;"CCU-DEL";"CCU";"DEL";"2025-11-09";65;"B787";298;1193100;246;942515
8995;"AMD-MAA";"AMD";"MAA";"2025-11-16";216;"B787";252;1989144;216;475754
8996;"BOM-HYD";"BOM";"HYD";"2025-06-01";177;"A350";196;1078896;133;480669
8997;"MAA-BLR";"MAA";"BLR";"2025-08-27";202;"A350";145;540560;116;860260
8998;"DEL-HYD";"DEL";"HYD";"2025-06-19";138;"A350";266;1061730;90;659524
8999;"CCU-DEL";"CCU";"DEL";"2025-05-04";192;"A321";197;1912860;180;1467396
9000;"HYD-BLR";"HYD";"BLR";"2025-03-23";83;"A320";277;2407272;276;1042940
9001;"BLR-HYD";"BLR";"HYD";"2025-04-19";218;"B737";140;435690;103;486793
9002;"BOM-CCU";"BOM";"CCU";"2025-07-31";86;"B787";286;701184;166;1234503
9003;"MAA-DEL";"MAA";"DEL";"2025-01-29";61;"B787";220;453460;158;984853
9004;"MAA-CCU";"MAA";"CCU";"2025-03-25";234;"A350";283;851632;248;786688
9005;"DEL-AMD";"DEL";"AMD";"2025-01-09";148;"A321";200;490352;152;151854
9006;"DEL-CCU";"DEL";"CCU";"2025-04-08";196;"A320";232;552132;98;359112
9007;"AMD-BLR";"AMD";"BLR";"2025-03-03";220;"B787";268;968544;236;1265323
9008;"HYD-DEL";"HYD";"DEL";"2025-07-25";197;"A350";259;582205;169;609405
9009;"CCU-DEL";"CCU";"DEL";"2025-05-03";149;"A350";204;1723698;153;457028
9010;"BOM-DEL";"BOM";"DEL";"2025-11-10";262;"B787";289;1011619;119;1292237
9011;"DEL-AMD";"DEL";"AMD";"2025-06-26";216;"A321";283;640808;56;574909
9012;"BOM-CCU";"BOM";"CCU";"2025-08-16";144;"A320";233;917592;104;225763
9013;"AMD-BOM";"AMD";"BOM";"2025-10-28";196;"B737";220;1573979;209;821573
9014;"DEL-BOM";"DEL";"BOM";"2025-08-20";291;"A320";224;1097690;110;749778
9015;"AMD-CCU";"AMD";"CCU";"2025-04-01";137;"A321";175;512148;147;792474
9016;"MAA-DEL";"MAA";"DEL";"2025-06-24";156;"A320";166;1699980;145;262979
9017;"BOM-AMD";"BOM";"AMD";"2025-12-13";124;"A350";168;233408;56;859003
9018;"DEL-CCU";"DEL";"CCU";"2025-01-28";82;"A320";185;613725;75;1235977
9019;"DEL-HYD";"DEL";"HYD";"2025-03-02";151;"A350";243;603567;199;1275605
9020;"MAA-DEL";"MAA";"DEL";"2025-01-01";103;"A320";175;545600;110;312381
9021;"MAA-BOM";"MAA";"BOM";"2025-09-03";282;"B737";182;1291080;120;512300
9022;"MAA-DEL";"MAA";"DEL";"2025-07-15";172;"A350";258;384788;76;1066044
9023;"AMD-DEL";"AMD";"DEL";"2025-11-07";111;"B737";153;1087356;93;795464
9024;"MAA-CCU";"MAA";"CCU";"2025-04-17";155;"A321";235;407940;78;584116
9025;"BLR-HYD";"BLR";"HYD";"2025-09-24";46;"A320";141;880990;110;1249435
9026;"MAA-HYD";"MAA";"HYD";"2025-05-01";164;"A321";138;639804;111;1216786
9027;"AMD-BLR";"AMD";"BLR";"2025-04-13";73;"A321";268;933793;119;195482
9028;"DEL-AMD";"DEL";"AMD";"2025-03-18";177;"B737";162;665334;74;979515
9029;"CCU-DEL";"CCU";"DEL";"2025-05-08";252;"A321";147;738276;94;806170
9030;"CCU-MAA";"CCU";"MAA";"2025-06-18";290;"A321";216;1217132;119;1139059
9031;"CCU-BOM";"CCU";"BOM";"2025-08-12";94;"A321";149;234301;61;1435759
9032;"MAA-DEL";"MAA";"DEL";"2025-07-15";121;"B737";186;390524;68;821603
9033;"DEL-BOM";"DEL";"BOM";"2025-02-12";287;"A350";181;574566;51;1111544
9034;"CCU-DEL";"CCU";"DEL";"2025-07-29";85;"B787";158;661536;144;1183364
9035;"BLR-CCU";"BLR";"CCU";"2025-11-28";282;"B737";200;839724;127;1059667
9036;"DEL-HYD";"DEL";"HYD";"2025-07-24";161;"A350";277;525400;185;577005
9037;"DEL-HYD";"DEL";"HYD";"2025-04-21";121;"A350";216;448246;79;241664
9038;"BLR-AMD";"BLR";"AMD";"2025-01-09";186;"A321";300;386760;132;1065336
9039;"HYD-BOM";"HYD";"BOM";"2025-07-11";122;"A350";181;623807;109;157149
9040;"CCU-MAA";"CCU";"MAA";"2025-07-20";131;"B737";277;609376;137;1402136
9041;"MAA-BLR";"MAA";"BLR";"2025-01-14";128;"A350";206;1388916;164;932231
9042;"HYD-BLR";"HYD";"BLR";"2025-07-06";263;"A321";167;741440;160;1128812
9043;"BLR-HYD";"BLR";"HYD";"2025-03-25";134;"B787";263;817920;71;859191
9044;"BOM-BLR";"BOM";"BLR";"2025-10-16";288;"A321";191;868131;99;383890
9045;"DEL-BOM";"DEL";"BOM";"2025-03-08";252;"B737";151;910035;81;657421
9046;"MAA-DEL";"MAA";"DEL";"2025-09-11";269;"A320";132;482350;55;935974
9047;"MAA-DEL";"MAA";"DEL";"2025-12-03";290;"A350";141;499422;141;876939
9048;"HYD-AMD";"HYD";"AMD";"2025-05-27";178;"B787";285;1058400;160;155274
9049;"HYD-DEL";"HYD";"DEL";"2025-11-19";283;"A321";161;493734;122;314817
9050;"BLR-CCU";"BLR";"CCU";"2025-05-19";254;"A321";144;1394626;131;1496630
9051;"DEL-AMD";"DEL";"AMD";"2025-11-29";210;"B737";157;777336;98;174981
9052;"BLR-HYD";"BLR";"HYD";"2025-03-27";58;"B737";130;531999;117;902619
9053;"MAA-BLR";"MAA";"BLR";"2025-08-09";81;"B787";134;721118;106;1242948
9054;"HYD-BOM";"HYD";"BOM";"2025-12-10";226;"A321";296;1756968;152;470696
9055;"AMD-BOM";"AMD";"BOM";"2025-07-25";152;"A321";233;318720;60;416159
9056;"HYD-AMD";"HYD";"AMD";"2025-08-21";47;"A350";260;378469;91;293398
9057;"CCU-MAA";"CCU";"MAA";"2025-02-10";247;"A321";212;886937;167;103872
9058;"DEL-BLR";"DEL";"BLR";"2025-11-24";173;"A321";213;436600;50;222951
9059;"AMD-DEL";"AMD";"DEL";"2025-10-17";155;"B737";206;689040;88;828722
9060;"BOM-CCU";"BOM";"CCU";"2025-09-19";97;"B737";220;887263;131;1410395
9061;"BLR-DEL";"BLR";"DEL";"2025-09-03";206;"A321";190;1553480;142;621736
9062;"HYD-DEL";"HYD";"DEL";"2025-01-13";171;"B787";121;676298;103;209845
9063;"MAA-DEL";"MAA";"DEL";"2025-09-07";85;"B737";270;1789800;190;1100886
9064;"BOM-DEL";"BOM";"DEL";"2025-06-15";118;"B787";282;1104989;107;513515
